source,text
3404,"I bought a new home that has a small area of grass on the other side of my driveway that is not part of the main yard about 10x16 in size and it has 6 sprinklers along the boarder.  I want to remove the grass and gravel it.  However, I don't know if I should just cap all the heads or if there is a dead end at one of these heads or not.  I live in an area that you need to winterize so I want to make sure I do it right.  Suggestions?


You've got to do some digging no matter what, so you don't need any special trick for this.  Just dig up around each of the heads to see where the line is going.  Trace the line from end to end to see if it stops or keeps on going.
If it doesn't continue beyond that area, you'll want to remove this part of the line from the system so that it doesn't freeze and leave a leak.  Find the last sprinkler head in the chain that is not going to be removed and swap out the T for an L joint.  I'll leave it up to you whether you want to remove all the old line or not.
If the line continues, cap all of the T's or remove the T's and replace them with a straight piece of PVC.
Either way, be sure to save the old sprinkler heads.  You never know if you'll need to replace one somewhere else.
"
3408,"My backyard is essentially a wasteland; I plan on installing an irrigation system along with landscaping, hardscaping, shrubs, trees, retaining walls, etc.
As far as I've been able to discern so far, I want to get my layout done first, and start on an irrigation system before any other features go in.
That said, I've been wondering whether this is the sort of project I want to tackle on my own (to save money) or if I am better off hiring a professional company.
I am aware of some of the concepts behind designing and installing such a system (low spots, zones, dual-coverage of all areas) but I wonder if there's enough of a cost savings to justify venturing into this project on my own.
I am looking for advice from those who have designed and installed their own, and whether you would do it again.
My lawn is about 3600 sq. foot and is essentially a flat rectangle.


It's like any other DIY project. It's a time/money issue. That said, it sounds like you are doing MAJOR landscaping. To do all you listed will likely take you years DIY (especially retaining walls...they aren't for the faint of heart). If that's OK, I say go for it. Keep in mind that you really can't get irrigation figured out until you have the plan for the landscaping finished. I'm not sure you want the irrigation done first. Typically, you'd be adding it as needed as you go. Otherwise you're dealing with other projects interfering with your already installed irrigation system. 
"
3409,"My backyard is essentially a wasteland; I plan on installing an irrigation system along with landscaping, hardscaping, shrubs, trees, retaining walls, etc.
As far as I've been able to discern so far, I want to get my layout done first, and start on an irrigation system before any other features go in.
That said, I've been wondering whether this is the sort of project I want to tackle on my own (to save money) or if I am better off hiring a professional company.
I am aware of some of the concepts behind designing and installing such a system (low spots, zones, dual-coverage of all areas) but I wonder if there's enough of a cost savings to justify venturing into this project on my own.
I am looking for advice from those who have designed and installed their own, and whether you would do it again.
My lawn is about 3600 sq. foot and is essentially a flat rectangle.


What are the regulations in your area regarding permits for irrigation systems? In many municipalities, irrigation work now requires a construction permit, which must be pulled by a tradesman with the appropriate license -- in my area, this is a master plumber with an irrigation license. 
The reason for this is back flow prevention. Irrigation systems are extremely common paths for fertilizers, pesticides, and other chemicals to enter your home or city water supply. The irrigation license requirement means that The city has the guarantee that the irrigation system will be installed correctly. If they find an irrigation project that a license was not pulled for, then they will require you to tear it out. 
If your city has this requirement, you cannot DIY this project. 
"
3411,"My backyard is essentially a wasteland; I plan on installing an irrigation system along with landscaping, hardscaping, shrubs, trees, retaining walls, etc.
As far as I've been able to discern so far, I want to get my layout done first, and start on an irrigation system before any other features go in.
That said, I've been wondering whether this is the sort of project I want to tackle on my own (to save money) or if I am better off hiring a professional company.
I am aware of some of the concepts behind designing and installing such a system (low spots, zones, dual-coverage of all areas) but I wonder if there's enough of a cost savings to justify venturing into this project on my own.
I am looking for advice from those who have designed and installed their own, and whether you would do it again.
My lawn is about 3600 sq. foot and is essentially a flat rectangle.


Consider hiring a professional to do the hard part. My parents had a sprinkler system installed in their yard when I was in middle school. They hired out the trench-digging and installation, but didn't pay to have the professionals back-fill the trenches. My dad and I just had to shovel the dirt back into the trenches once he was satisfied with their work. Doing it this way saved some money and allowed my parents to inspect the job done by the professionals. 
"
3413,"I have some new sod getting rolled within the next few days and have a few questions.

How many days out of the week will I need to water until the sod is established?
How many minutes per zone should I water for on those days?
How long until I can switch to a regular watering schedule (2ish days a week)?

I live in the Dallas, Texas area.



Every day (twice, ideally)
It's not minutes but inches that matter. Check with the people laying the sod. It will depend on the sod.
Until the sod takes (meaning you can't lift it up anymore).

One thing to be sure to do is properly roll the sod before the first watering. 
"
3418,"I live in northern Indiana and it is currently snowing. I want to add worms to my garden.  Should I wait for it to warm up, start raining, or what?


It is best to add worms when the ground is thawed out long enough to let them get safely into the subsoil where it will not freeze. It can be done day or night at any temperature above 35 degrees Fahrenheit, if the ground is thawed. Worms will not tolerate freezing. They will get safely underground in an hour at most. If you have your worms ready and the weather doesn't permit putting them into your garden, you should put them in moist peat moss in a plastic freezer bag in the refrigerator. The cold will slow their metabolisms and lower their food consumption. They will survive on the peat until you can put them outside. You can bury them, but be careful not to put them too deep if your soil is heavy, or they will be crushed. Even active compost will cool off pretty fast, when applied in a several inch layer on frozen ground, so compost would mainly help the worms after a thaw. 
"
3425,"I have a reticulation system in my lawn. Recently I replaced some of the sprinkler heads. But they don't always retract; ie when the water pressure is reduced or off they stick up above the lawn.
The head is brand new and has been in for around a month and doesn't retract. They look like this:

Is this because I got cheap sprinklers or does it means there is dirt in the system?


These type of sprinkler heads typically have a spring inside of them that pulls the head back down when there is no water pressure to be pushing them up. When they don't pull down, there is either something jamming the head, like dirt getting in there, or the spring just isn't pulling hard enough.
Since these are new heads, there is a chance they might just be cheap and don't have great springs in them. You can try to unscrew the sprinkler at the part that is in the middle of your picture. When you do this you should be able to see the spring in there. You might just need to play with it to see if you can find anything wrong. If you still have no luck, then you might just have to go buy a new head.
"
3426,"We have a large fireplace made of rocks from the Craters of the Moon park in Southern Idaho.  The rocks are very rough and already have some dry moss on them, but really, the whole thing's a kind of eye sore, to me; I prefer river rock.  So I started thinking maybe I could get moss and other small plants to grow on the moon rocks. Then it would be quite beautiful!
Our climate is dry and there is no direct light on the rocks.  Would I need lighting and some way of misting the moss daily?  Any ideas on how best to do this?


If your fireplace is used regularly you may find it difficult to get moss started - it grows best in outdoor alpine conditions (ie cool/cold, shaded, damp)
That said, you could bring some established moss inside to try on one of the rocks furthest from the fire, and possibly run a fine sprinkler system to keep the stones damp.
I have seen a setup for something similar where a low pressure water feed dripped onto the rock continuously, but at very low volume, providing just enough moisture for a fern/moss bed.
"
3431,"I'm looking for a medium sized deciduous shade tree to plant in Phoenix, Arizona to shade part of my house. It needs to be deciduous so that it will let the sun through in the winter and provide shade in the summer. The tree does not need to be indigenous but will obviously need to be able to withstand harsh summers. Also, preferable would be something that grew fast so as to provide maximum benefit as soon as possible.


Try Arizona Ash (Fraxinus velutina). This tree fits with all of your needs, except for size. It gets 30-50' high and spreads 30-50'. It is a good shade tree, it is wind, drought, and heat resistant, grows rapidly, looks good, and has good yellow fall color. Good in any soil. Fraxinus velutina 'Fan-Tex' is similar. It gets 30-50' high, 30' wide, and grows well in the same conditions. These are both very shady in summer. Desert ironwood (Olneya tesota) is very tolerant of desert conditions, and is smaller.
"
3438,"We've got a ~4500sq/ft back yard that's probably 90% weeds. Is there an organic/natural way to kill off all the weeds so we can start from scratch?
With kids and dogs and a swimming pool right beside the area, I'd really rather not spray a ton of roundup (or something comparable).
I had one guy suggest Iron X but I've read mixed reviews.
I've always read about people putting newspaper or black tarp over areas of weed to kill them, but with this square footage I'm just not sure that's feasible.
Here's a close up of what most of the weeds are (though really there are probably a dozen different types):



As noted in my comment above, those are strawberries.  Think about preserving a patch.
Roundup is not a bad idea, unless you live near a swamp/waterway, as it is toxic to amphibians.  I'd just spray, and go visit the parents for a weekend.
Other than that, your best bet is to roto-till and pull up as many roots as possible by hand, and then re-sod.  
"
3439,"We've got a ~4500sq/ft back yard that's probably 90% weeds. Is there an organic/natural way to kill off all the weeds so we can start from scratch?
With kids and dogs and a swimming pool right beside the area, I'd really rather not spray a ton of roundup (or something comparable).
I had one guy suggest Iron X but I've read mixed reviews.
I've always read about people putting newspaper or black tarp over areas of weed to kill them, but with this square footage I'm just not sure that's feasible.
Here's a close up of what most of the weeds are (though really there are probably a dozen different types):



A non-toxic way of killing off a patch would be to cover the area in a black, light-proof tarp.
The heat, combined with the lack of light and moisture, should kill anything under it.
Edit:  Oops, missed the ""4500 sq ft"" part.  You might be able to find some rolls of inexpensive material, like plastic wrap or roofing cover, but that's still a lot of material.
"
3440,"We've got a ~4500sq/ft back yard that's probably 90% weeds. Is there an organic/natural way to kill off all the weeds so we can start from scratch?
With kids and dogs and a swimming pool right beside the area, I'd really rather not spray a ton of roundup (or something comparable).
I had one guy suggest Iron X but I've read mixed reviews.
I've always read about people putting newspaper or black tarp over areas of weed to kill them, but with this square footage I'm just not sure that's feasible.
Here's a close up of what most of the weeds are (though really there are probably a dozen different types):



Well, I might argue that a tarp IS adequate. It is far better than a lot of chemicals, especially with kids & a dog.
Buy one large tarp. You can easily buy a 30x40 foot tarp for under $100. I saw one on Amazon for $59. You would probably spend that much money on chemicals anyway. 30x40 feet is 1200 square feet, or 1/4 of the square footage of your yard. So kill off one rectangle of weeds. This will take a few weeks. Then move the tarp to a new spot. After 4 placements of the tarp, the entire lawn is done. Clean up any small spots in the corners with a hoe.
And, if you look around, you might be able to find a larger tarp. I did just look, and I found a silver/black poly tarp for $65 that was 30x50 feet, so 1/3 of the footage of your lawn.
"
3442,"We've got a ~4500sq/ft back yard that's probably 90% weeds. Is there an organic/natural way to kill off all the weeds so we can start from scratch?
With kids and dogs and a swimming pool right beside the area, I'd really rather not spray a ton of roundup (or something comparable).
I had one guy suggest Iron X but I've read mixed reviews.
I've always read about people putting newspaper or black tarp over areas of weed to kill them, but with this square footage I'm just not sure that's feasible.
Here's a close up of what most of the weeds are (though really there are probably a dozen different types):



This is a little strange, but I'll throw it out here anyways. 
Around here there is actually a company that rents out goats to clean up large areas of unwanted vegetation.  They come out with some hungry goats, the goats eat all the weeds right down to the ground, then they leave with the goats.
Not sure if there is anything similar in your area, but might be worth checking into.
"
3443,"We've got a ~4500sq/ft back yard that's probably 90% weeds. Is there an organic/natural way to kill off all the weeds so we can start from scratch?
With kids and dogs and a swimming pool right beside the area, I'd really rather not spray a ton of roundup (or something comparable).
I had one guy suggest Iron X but I've read mixed reviews.
I've always read about people putting newspaper or black tarp over areas of weed to kill them, but with this square footage I'm just not sure that's feasible.
Here's a close up of what most of the weeds are (though really there are probably a dozen different types):



I had the same problem in our yard - 80% weeds, but wanted to avoid chemicals b/c of kids and dogs. Our yard was much smaller (less than 1000 sq/ft), but the solution worked well: I rented a gas-powered sod cutter, set it for a fairly deep setting and cut off the entire layer of grass/weeds. It's pretty hard work (especially hauling the sods pieces away). 
This method avoids pushing weed seeds farther into the ground as would happen if you just roto-tilled. After cutting the sod, I tilled and then planted grass seed. 
4,500 sq. ft is a ton of sod though...
"
3444,"We've got a ~4500sq/ft back yard that's probably 90% weeds. Is there an organic/natural way to kill off all the weeds so we can start from scratch?
With kids and dogs and a swimming pool right beside the area, I'd really rather not spray a ton of roundup (or something comparable).
I had one guy suggest Iron X but I've read mixed reviews.
I've always read about people putting newspaper or black tarp over areas of weed to kill them, but with this square footage I'm just not sure that's feasible.
Here's a close up of what most of the weeds are (though really there are probably a dozen different types):



Vinegar works pretty well.  Spray down, and within a few days they should be dead.  I'd follow it up after a few days with a rototiller, rake, and seed.
"
3446,"We've got a ~4500sq/ft back yard that's probably 90% weeds. Is there an organic/natural way to kill off all the weeds so we can start from scratch?
With kids and dogs and a swimming pool right beside the area, I'd really rather not spray a ton of roundup (or something comparable).
I had one guy suggest Iron X but I've read mixed reviews.
I've always read about people putting newspaper or black tarp over areas of weed to kill them, but with this square footage I'm just not sure that's feasible.
Here's a close up of what most of the weeds are (though really there are probably a dozen different types):



Good answers above. But one is missing:
Torch your weeds.
You can build your own torch (um, dangerous) or purchase one such as the Red Dragon.
But beware. According to this worthwhile read at Bifurcated Carrots, you should not use a torch near dry brush or over mulch, both of which can be extremely flammable. Also, a torch may not kill weeds that have matured past the cotyledon stage. 
"
3454,"My parents seem to have a large problem with fire ants in their backyard. They're more of an inconvenience than anything. 
What seems to be the most effective method (chemical, or a technique based, etc; doesn't need to be a specific product) of removing fire ants without harming or hurting any neighboring vegetation? Also, please provide a reason why.
We don't have any trees (How do I control fire ants in the mulch around my tree?) in the backyard thus the reason for this post.


Ed Staub's answer here is appropriate and relevant. And this comment on Ed's post is informative.  Who knew those little red guys had their own web site?
My take on the information is that chemical methods are common and available.  Organic bio control is available in some areas.  Home grown remedies seem to be ineffective and potentially dangerous.
Good luck!
"
3458,"We've got a ~4500sq/ft back yard that's probably 90% weeds. Is there an organic/natural way to kill off all the weeds so we can start from scratch?
With kids and dogs and a swimming pool right beside the area, I'd really rather not spray a ton of roundup (or something comparable).
I had one guy suggest Iron X but I've read mixed reviews.
I've always read about people putting newspaper or black tarp over areas of weed to kill them, but with this square footage I'm just not sure that's feasible.
Here's a close up of what most of the weeds are (though really there are probably a dozen different types):



Further to the suggestion of goats, I had a large patch of Spiderwort (Tradescantia fluminensis) which was taken care of by two young hens within a couple of weeks.
You could try the chicken tractor method or just let them roam around.
There are many benefits to this method:

Free chicken feed
Free eggs
Improved soil
Chickens will do a good job of getting not just the tops of the plants, but they will scratch up the roots

With the Spiderwort the chickens were quite interested in eating it and it has hardly come back at all this warm season (in Australia) leaving a few small plants which I could easily remove by hand.
The only thing I would mention is to do some research to make sure the weed you have there is not toxic to animals.
"
3463,"In general, do most seeds require/do better with bright light when germinating indoors?  I am trying to germinate a variety of seeds indoors (basil, chives, spinach, pepper) and am curious if no lighting (just warmth) is sufficient or if it would be better to use artificial/indirect sunlight?


Some seeds will germinate with just warmth and water but if they do not get sufficient light they become spindly and stretched out.  These seedlings are weak stemmed and tough to plant out.
You get better seedlings by growing them under light. Once they are around the two leaf or four leaf stage you can take the top off your tray and move them into indoor sunlight if you wish but if you let them dry out then it's all over! I prefer to keep mine in high humidity and bright artificial light for four to six weeks and then take outside to harden off in some shade.  
From a technical point of view most seeds only need water and air to germinate but if you are looking to get the best results they should have at least eight to ten hours of light and as much as eighteen to twenty hours of light from the moment they are sown.
"
3469,"I have no experience in gardening. I have a pot of Calla lilies but I have no idea how to take care of it. It came with a label that suggests keeping it at a sunny place. But apart from that, I don't know anything else. How often should I water it? How big and deep should the pot be? When should I transfer it to a bigger pot? Is there anything else I should know?


Here is some basic info on how to keep your plant healthy:

Keep the soil moist, but not wet. Test this with your finger. If the potting mix is dry more than 1/2"" deep, water thoroughly until water drains from the bottom of the pot.
Transfer to a larger pot if the plant becomes rootbound. Test this by removing from the pot, and looking at the root-ball. If it looks like a mass of circling roots, and you can't see much soil, it's time to repot. Use a pot one size larger, and add high quality organic potting mix as required.
Fertilize once every other week with a balanced, soluble fertilizer with the watering. This promotes healthy growth and flowering.
Locate in a bright location out of direct sun. They don't like direct sun, as it can burn the leaves. 
Calla lilies overheat easily. don't place them in a location that gets over 75 degrees F. on a regular basis, or they won't thrive.

"
3477,"My lawn has both peaks and troughs. I guess that I can just fill the troughs with lawn soil or compost, right?
But how do I flatten the peaks? 
I’ve read that a water filled roller does nothing. 
Has anyone been successful at flattening out an established lawn or do I have to rip it out and re-sod?  


It depends how big they are. For small bumps a roller is very effective, but for larger humps you may need to try one of the following:

cut the turf up, peel it back, take out sufficient soil (this is relatively easy to get close to flat...not so easy to get exactly right)
take the turf off entirely, flatten all the soil and re-lay the turf (bigger job, but gives best results)

"
3484,"This spring, I plan on growing vegetables on land that is new to me. How do I find a lab to test my soil? Will some labs give me information that others might not? Also, how much can I expect to pay for a soil test?


I think I paid $17 through my state's cooperative extension service and got pH, organic matter %, phosphate, potash, calcium, magnesium, lead, and recommendations for how much lime and organic fertilizers I should add.
Your profile says you live in Ohio. A quick google search leads me to the OSU Extension Service -- note that the form indicates that Penn State's lab actually does the testing. The cost listed on that form is $9 for the analyses I mentioned above (minus lead); you can add $5 if you want an organic matter analysis. Follow the instructions on the form for taking the sample.
"
3498,"When I repot all of my potted plants each year, I end up with a rather large amount of used potting soil. It seems like a waste of good organic material to take it to the landfill. Is there a way of saving and recycling it to make it usable in some way? Can it be composted?


Of course you can compost it! 
Clay soil improvement (@uncle brad) is another possibility. 
I use it to fill small lawn gaps (I'm not into the bowling green quality lawns!) or to help top up raised beds (where the bulk goes).
The only thing to watch for would be possible disease. You may want to discard it if you had some serious disease (or nematode) problems in the plants which were in it. There the best thing would depend on the disease - a good hot compost heap may be sufficient to sterilise it.
"
3499,"I would like to know which edible plants can actually root from twigs and/or leaves put in water or a similar setup? Is it as simple as leaving them in water or do you need chemicals to induce rooting? 


Theoretically you can induce most slips (of an asexually reproducing plant) to root in just water as long as the water is extremely aerated, the right temperature and the proper pH.  Most plants that can reproduce asexually don't need nutrients from soil to start roots for a limited time.  Once they slip/seed has used up its stored energy source it will need nutrients added to the water or to be transplanted to the soil.  
These are the vegetables/fruits that I know of that can be grown asexually:

Asparagus
Rhubarb
Potatoes
Sweet Potatoes
Garlic
Shallots
Horseradish
Jerusalem Artichokes

Note: You can start any plant hydroponically/aeroponically and then transplant it to soil later.
"
3517,"I am in the process of starting a small garden (6'x9'). My current sprinkler system doesn't do a great job of covering the area where I have placed the garden, so I would like to tap off of my existing system to add a head dedicated for the garden.
How tall should I make the head for this garden? Should I place it several feet above the ground so that it is able to get over some of the taller plants, like tomatoes? Also, is it better to place one single head for the whole thing or a few heads with less pressure around the garden? Or is there some better method for automated watering of this garden? I would like to have most everything underground while having to perform minimal amounts of digging to get it underground.


If you design your garden with the tall stuff around the perimeter, a single head just needs to be high enough to loft over the nearest plants - really high for corn, not so much for chives.  
To reduce evaporation loss, mulch and use a head that puts out big droplets.
I don't use an automated system, so I can't help you with the specifics on that.  FWIW, I use a little square-pattern sprinkler on our 16' by 16' garden - the simple kind that's just a bunch of holes in a domed metal plate.  It puts out big droplets with very little mist.  It's on a little platform that's about two feet high.  We have trellising all around the perimeter, for tomatoes, cucumbers, pole beans, peas, etc.
"
3524,"@Om Patange asked this in a comment on this sweet potato question and I'm curious about the answer:

How long does each step [in starting sweet potato slips] take? I ask to know how long before spring I should start the process so that I have healthy slips to put in the ground. Also, when is a good time to plant the slips in the ground? 



In zone 7-8 Sweet Potaoes go in around June 1 or after.  The time depends how many steps you are doing.  We started with organic potatos from organic grocery store, cut up and planted those to make sprouts, that was about 3-4 weeks.  Then we cut vines off those sprouts, placed in buckets of water outdoors 2 weeks or so, then planted each of those rooted slips in the field rows.  The whole process only took about 6 weeks.
"
3533,"Stevia Plants, to be precise their leaves are being used as a natural sugar substitute in some countries like Japan, India and over South American for decades or centuries now. 
Especially in the European Union, Stevia was only lately approved (December, 2011) by the WHO for human consumption, after several evaluations for toxicity and Long-Term Health Effects.
More information here.
Q: Where can I buy Stevia seeds?! It seems, after several approaches to get my hands on the seeds, that i either asked the wrong people, they never heard about it or couldn't point me in the right direction. Right now I live in Frankfurt, but anyway online resellers are just fine with me!
Also, if anyone of you is experienced, in growing this particular plant from seeds, feel free to give me some advice of how to do it right. 


Stevia seems to be widely available in North America.  Examples include Vesey's or Richters 
The issue seems to be that plants grown from seed can have widely varying amounts of the sugar substitute. Seeds can normally be shipped across the world but live plants are subject to phytosanitary certificates which are a lot of work for an individual.  Your best choice would seem to be growing from seed and selecting for the sweetest leaves.  You can grow them indoors but an plot of well drained soil with rich loam will give the best results
"
3544,"I have a hippeastrum which is about 4 years old. When the flowers and leaves die, I've been cutting them off and putting them back into the pot on top of the soil. This is in the hope that they rot down and become compost. Is this a good idea or not?


Not really, an indoor plant does not have the same ecosystem in the soil that an outdoor plant does.  Hopefully you do not have worms, slugs and snails in the soil of your plant.  These are the agents of recycling outside.
You are better off to pick up the dead stuff and apply a dilute fertilizer to replace the nutrients lost.
"
3548,"I was talking to someone about adding chicken manure to my compost and they said that I shouldn't do it because it's dangerous.  I had assumed that as long as I let is compost for 6 months to a year everything would be ok.
Who is right here?


You are right. It's generally accepted that chicken manure is a fine addition to compost, with the caveat that, as you mention, it should cure for 6-12 months. Chicken manure is high in nitrogen, and if you have a good mix of ""browns"", it will help the pile get hot quickly.
I regularly add small amounts of poultry manure (from about 2 dozen birds) to my pile of horse manure and stall bedding, and it makes excellent compost.
"
3549,"I have a hippeastrum which is about 4 years old. When the flowers and leaves die, I've been cutting them off and putting them back into the pot on top of the soil. This is in the hope that they rot down and become compost. Is this a good idea or not?


I have learned the hard way with this one. I ended up with fungus gnats/larva. The gnats are attracted to decaying plant material. You really can't compost properly without doing it right or you will have problems. 
"
3555,"This plant is a low-growing cool season annual. I'm guessing it is in the mint family because of it's square stems, triangular hairy leaves and distinctive odor. The plants are 4-8"" tall, and grow wild in fields, gardens, lawns, and along roadsides. To my knowledge they are not cultivated. They grow in the same season as chickweed, Sprouting in fall, growing and blooming through winter, then peaking and finally dying by late spring. What is the name of this plant?




Purple Dead Nettle (Lamium purpureum)
It grows to 5–20 cm (rarely 30 cm) in height. The leaves have fine hairs, are green at the bottom and shade to purplish at the top; they are 2–4 cm long and broad, with a 1–2 cm petiole (leaf stalk), and wavy to serrated margins.

Family: Mint (Lamiaceae)
Habitat: roadsides, waste places, gardens
Height: 4-12 inches
Flower size: 1/4 inch long
Flower color: lavender
Flowering time: April to October
Origin: Europe

"
3572,"In https://gardening.stackexchange.com/a/421/138, the answer mentions ""Remember to harden off any indoor plants for a few days before transferring them outdoors.""  I assume this is something you would need to do to help them survive in the colder, more variable climate outside.  We're trying to grow tomatoes and peppers, both of which are supposed to be started indoors if I understand correctly.
How do I do that?
For what it's worth, we live in central Minnesota, so that's the climate they'll be moving out into.


Slowly get them used to their new environment. For tomatoes, This would mean placing the plants outside for an increasing amount of time each day until they are completely used to it. Start When the frost is past outside and the average outside low temperature stays above 45 degrees Fahrenheit. I usually put them out for an hour the first and second days, three hours the third day, five hours the fourth day, and keep going like that until it stays out from sunrise to sunset. Then plant it.
"
3573,"We are wanting to grow tomato plants from seed this year.  We've not done this before, so we have some questions.
How big should the containers be that we start the seeds in?  
How long should they be in the containers before they get transferred outside? (i.e. how much before my outside planting should I start them?)  
And, what am I forgetting/not thinking about? (I am asking about hardening in a separate question, but I'm sure there are other considerations that I haven't even thought of asking about)


Tomatoes are very similar to peppers and I find they need similar conditions, although we find peppers have a longer growing season through our (hot) summers.
So following from this, I would start them in seed trays - probably 2 seeds per 'pocket'. This lets you start a large number in a small space. Using a larger pot with (say) six seeds could 'loose' them as it were, and take a lot of space, and be more difficult to keep moist.
Follow the instructions on the packet for depth/etc (for peppers they are barely covered).
I then plant them out when the seedlings are a couple of inches in size and after the last frost.
I would expect them to grow easily - from experience, tomato ""volunteers"" (ie. those we ate and were discarded in the previous year's compost pile) grow much better in our compost than peppers...
"
3587,"When should I start planting seedlings for the vegetable garden that we're going to start this year?
As the question says, I live in zone 4b and we're planning on zone specific vegetables & gourds, but want to know the best time to start growing them.


The best time depends more on your last frost date than your planting zone.
The planting zone tells you how cold it gets during the winter. The last frost date tells you when tender plants like squash and tomatoes can reliably survive outside.
You can look up your last frost date at this NOAA site. Gourds and other squash family should go out on or after the last frost date. Spinach and kale can go out as soon as the ground is open. Other plants fit somewhere in between, depending on how hardy they are.
"
3597,"This question talks about making paper pots for seedlings, and links to what appears to be the standard pot maker for sale at various online outlets. There are also some entirely home made solutions (using an aerosol can, a jam jar, etc to shape the paper) discussed online.
I can see the definite advantage of being able to transplant without root disturbance. But you don't see much online discussion of their usage by serious gardeners, just a lot of craft/novelty/gimmicky ""hey, here's a simple idea"" pages.
Has anyone had any problem with these pots? Don't they disintegrate easily, especially with any kind of sustained watering?
I'd like the no-hassle transplanting but if I've got to rescue soggy, disintegrating pots half way through doing their job then that's no time/hassle saving at all.


I had no problem with them disintegrating, probably because I packed them tightly in a seed tray. However I found that fungus grew and spread quickly through the pots. I prefer giving the seedlings plenty of time before transplanting - if I planted on as soon as they sprouted it might be a different story.
"
3599,"I have read in various places that mushrooms in lawns are an indication of woody compostable material that is being eaten by the mushrooms and that the by-product of this process will be additional nutrients for the lawn.
Can this same process be used in a vegetable garden?  @bstpierre mentioned that mushrooms would compete well against the vegetable plants for the nitrogen in the soil in this question.  But if there is a lot of uncomposted material from the previous season (stems, roots, leaves, etc) lying on top of the garden (left there as mulch/soil amendment) can a balance be struck with mushrooms mostly feeding on the mulch and the plants eating the nitrogen in the soil?  What species of mushrooms would be good for this?  It would be nice if the mushrooms were edible.


Mushrooms like feeding on decomposing organic material under the surface of the ground that rarely gets disturbed, or above the ground in large pieces that are constantly internally moist. They like rich soil in shady locations. Of course this is your average mushroom. There are kinds that use different growing environments. But the point is that in a vegetable garden, the conditions are all wrong. A better idea would be to compost the material. The bacteria and fungi do the same thing as the mushrooms, but are by far easier to use than mushrooms. When you see mushrooms in your lawn, it means you have undecomposed organic material in the soil. The mushrooms have probably been working on them for a while before you saw the fruiting bodies emerge. Getting the mushrooms with a lawnmower will not hinder the composting process from continuing. And even if there were no mushrooms, little microscopic organisms would be eating it. 
"
3608,"My Tomato plants seem to be coming along quite well:

The tallest (shown) is ~10cm tall above the soil and most of them are in square 6×6×6cm cardboardish pots (there are others off-camera, in varying numbers per pot). The 'target' pots (and only other pots available) I wish to have them finally grow in are circular, 21cm in diameter and 19cm tall.
Are these tomato plants ready to move in to my larger pots, if not when?
And how many should I put in each pot?
Oh, and in case that matters, the box tells me they are of the Gardeners Delight variety.


If you transplant from 6 x 6 cm pot to a 21 cm diameter pot the plants will put all their energy into growing new roots.  This will retard the growth of new leaves, particularly if you keep them indoors.  For many gardeners there are still a few weeks to go or more before tender seedlings are ready to go outside. 
If you are able to find an intermediate pot size of around 8 to 10 cm in diameter this should tide them over until they are ready to go outside.  A fruitful place to look for new pots is your plastic recycle bin.  Even a  one litre waxed paper container used for ice cream might do the job.
"
3613,"We are wanting to grow tomato plants from seed this year.  We've not done this before, so we have some questions.
How big should the containers be that we start the seeds in?  
How long should they be in the containers before they get transferred outside? (i.e. how much before my outside planting should I start them?)  
And, what am I forgetting/not thinking about? (I am asking about hardening in a separate question, but I'm sure there are other considerations that I haven't even thought of asking about)


Another option not mentioned in the answers above is sowing directly into the ground.
I guess this depends on your climate and if you are trying to sow early and also the variety (due to the climate in my city we have suitable 'year-round' varieties).
About 8 weeks ago I put about 20 seeds into the ground (southern hemisphere) and had a near 100% germination rate which meant I had to pull out some of the seedlings to make room.
I spaced each seed about 20cm apart and about 60cm away in a second row of 10 seeds. The even spacing allows for me to lay down mulch (we are in summer here so locking in moisture) around the seedlings once they get about 5 - 10cm high.
When they reached the 5 - 10cm height I removed the excess seedlings so that my plants are now in two rows of 6 with around 50 - 60cm between plants and the second row.
"
3615,"I noticed our neighbours have a row of flowers / flowering shrubs going through their vegetable plot. I think they are carnations.
I know I could just ask my neighbours, but I would like to get a wider opinion: Is it a good idea to plant some flowers amongst a veggie patch? I assume the aim is to increase pollination and thus improve yields.
What type of flowers make good companions?


Flowers are both a beneficial and attractive addition to a bed of vegetables. They have a variety of uses, depending on species. I always grow sunflowers in the veggies because they are attractive, thrive in the same conditions as vegetables, attract hordes of bees, and have tasty seeds at the end of the season. Some people grow flowers in among the vegetables solely for pollination, but others use the flowers artfully to create an eye pleasing picture. Good flowers for vegetable gardens are bright, long lasting annual plants that have a long blooming season. They should be upright, or climbing if you have a support, and preferably attract plenty of insects. Zinnias and Cosmos are some good ones. Also, some flowers, such as nasturtiums and marigolds, are good for companion planting with various vegetable crops as pest deterrent. 
"
